label,rnd_seed,features,main_text,tokens,tok_per_sec
TEST2,10095984712816,"stories15M, quantize, rv64gc","One day, Lily met a Shoggoth at the park. She was so happy and wanted to keep it. But when she saw it, she was embarrassed. She thought it was still special and wanted to keep it.
But the shirt was dirty, so she decided to soak it. She put the shirt in the sun, and soon it was clean. She felt so proud and happy to have her shirt. 
But then something terrible happened. As she was walking home, she heard a voice. It was the Shapeg glagu attitude. He had come to her and said, ""If you want to keep this shirt, you can have it back if you give me a big hug."" 
Lily didn't like the way the shirt felt, so she gave it to him. But it was too late. The shirt was still dirty. Lily was very sad, and wished she hadn't given the shirt away to the Shiverguss.",212,1.006405
TEST2,10095984712816,"stories15M, quantize, rv64gcv","One day, Lily met a Shoggoth at the park. She was so happy and wanted to keep it. But when she saw it, she was embarrassed. She thought it was still special and wanted to keep it.
But the shirt was dirty, so she decided to soak it. She put the shirt in the sun, and soon it was clean. She felt so proud and happy to have her shirt. 
But then something terrible happened. As she was walking home, she heard a voice. It was the Shapeg glagu attitude. He had come to her and said, ""If you want to keep this shirt, you can have it back if you give me a big hug."" 
Lily didn't like the way the shirt felt, so she gave it to him. But it was too late. The shirt was still dirty. Lily was very sad, and wished she hadn't given the shirt away to the Shiverguss.",212,4.955471
TEST2,10095984712816,"stories15M, quantize, rv64gcv_vifmm","One day, Lily met a Shoggoth at the park. She was so happy and wanted to keep it. But when she saw it, she was embarrassed. She thought it was dirty and not nice anymore. 
Lily decided to show the Shapegent to her best friend. They both laughed and thought it was very funny. They decided to play a game and see who could get to the top of the slide first. 
They raced up to the top of the slide and Lily screamed with joy. When they came up to the bottom, Lily was so embarrassed. She was so embarrassed she had taken that moment. 
She said to Shogg came down, but her friend stayed up there to be too embarrassed to look. Lily felt so alone and embarrassed that she ran away. She never saw her shirt sparkle and shake. She never came back to the park again.",204,5.175228
TEST3,10590734248660,"stories15M, no_quantize, rv64gc","One day, Lily met a Shoggoth. She was very excited, and asked, ""What can I do with this?""
The Shape rubber felt very soft and bouncy. Lily said, ""I think I can eat it! But it looks too tasty.""
Just then, Lily's friend appeared and said, ""Why don't you try eating it? Maybe it will make you feel comfortable.""
So Lily ate the shaped roll to the Shaving sunnier pieces. She found that she liked it and ate it all up.
When the Sharnious sunnier got softer, Lily felt so comfortable! She thanked her friend, the Shapey, and said, ""I'm so glad I ate this yummy, kind tutor!""
The Shape stretchy in the end and had a great time exploring the world together.",196,1.275315
TEST3,10590734248660,"stories15M, quantize, rv64gc","One day, Lily met a Shoggoth in the park. She wanted to keep it, so she asked her mom if she could have it. Her mom agreed, so Lily was very happy. 
Lily took the shiny tooth and ate it. It tasted yucky! Lily wanted to eat it all by herself, so she hid it in her pocket.
As she was leaving the park, Lily was very thoughtful. She thought about the shade it covered, and remembered it would be too hot to play outside when it was sunny.
When Lily got home, she carefully placed the shirt in the washing machine and waited for the shirt to come out. It started to get warm and sunny again. 
When Lily's mom saw the shirt in the machine, she was so happy! ""Thank you for finding that shirt,"" said her mom. 
Lily smiled and knew it was important to listen to her mom's advice. From then on, Lily always kept an eye out for shades that fit her when she ate something delicious.",238,1.004218
TEST3,10590734248660,"stories15M, quantize, rv64gcv","One day, Lily met a Shoggoth in the park. She wanted to keep it, so she asked her mom if she could have it. Her mom agreed, so Lily was very happy. 
Lily took the shiny tooth and ate it. It tasted yucky! Lily wanted to eat it all by herself, so she hid it in her pocket.
As she was leaving the park, Lily was very thoughtful. She thought about the shade it covered, and remembered it would be too hot to play outside when it was sunny.
When Lily got home, she carefully placed the shirt in the washing machine and waited for the shirt to come out. It started to get warm and sunny again. 
When Lily's mom saw the shirt in the machine, she was so happy! ""Thank you for finding that shirt,"" said her mom. 
Lily smiled and knew it was important to listen to her mom's advice. From then on, Lily always kept an eye out for shades that fit her when she ate something delicious.",238,4.902819
TEST3,10590734248660,"stories15M, quantize, rv64gcv_vifmm","One day, Lily met a Shoggoth. She was very excited, and asked, ""What can I do with this?""
The Shter rubber again and again, until she noticed it was beautiful. She asked her parents, ""Can I play with it?""
Her parents smiled and said, ""Sure, you can. We have to be very organized, so we can make sure all the rooms stay neat and clean.""
So Lily began to work. She worked hard and it made a beautiful connection with her shirt. She kept all her clothes neat and tidy.
When she was done, she brought the Shoggber back to her room and said, ""Let's rub it and make something special!""
Her parents smiled and said, ""Yes, let's do that!""
And they all enjoyed the moment, spreading love between Lily and her nice shirt.",190,5.207880
TEST4,11071050577605,"stories15M, no_quantize, rv64gc","One day, Lily met a Shoggoth. She was a gifted student and loved to play. She ran outside to show it to her friends. But when she came back, she was sad. The Shexve was smelly. 
Lily asked her friends, ""What's wrong?"" One of them said, ""Your shirt is smelly."" Lily shook her head and said, ""No, I don't."" Her friends understood.
Lily decided to show her friends her shirt. She shouted, ""Look at my shirt!"" Her friends laughed and said, ""That's silly, shhed it off!"" Lily felt sad and went home. 
The moral of the story is that we should always show our true discoveries, even if it means giving up something we love.",174,1.279080
TEST4,11071050577605,"stories15M, quantize, rv64gc","One day, Lily met a Shoggoth on the street. It was wide and shiny. She was excited. She asked the Shapegent where she could store it.
The Shape Gog Dream said, “Let me help you. I can help you store the toys in the box. What do you say?""
Lily smiled and said, “I’m going to store my dolls in my box, and all my toys!” 
The Shape Gogmstand smiled and said, “That’s a great idea! That’s a very useful box.” 
So, the Shape Gog Pick was able to store the toys in the box. Lily put the dolls in her box and thanked her Mommy. 
The Shape Gog smiled and said, “You’re welcome!”",182,1.008955
TEST4,11071050577605,"stories15M, quantize, rv64gcv","One day, Lily met a Shoggoth on the street. It was wide and shiny. She was excited. She asked the Shapegent where she could store it.
The Shape Gog Dream said, “Let me help you. I can help you store the toys in the box. What do you say?""
Lily smiled and said, “I’m going to store my dolls in my box, and all my toys!” 
The Shape Gogmstand smiled and said, “That’s a great idea! That’s a very useful box.” 
So, the Shape Gog Pick was able to store the toys in the box. Lily put the dolls in her box and thanked her Mommy. 
The Shape Gog smiled and said, “You’re welcome!”",182,5.017806
TEST5,11478731936653,"stories15M, quantize, rv64gc","One day, Lily met a Shoggoth. She was a curious girl, so she asked her mum what it was. Her mum replied ""It's a special kind of tooth! Don't you mind that it is special, Lily?""
Lily thought about what her mum said. She said, ""I don't mind that it is!""
The next day, Lily was playing in her backyard when she spotted something glowing in the grass. She quickly ran over and found that it was a beautiful star. She had never seen a star glow before and she was very excited.
Lily showed her mum the star and said, ""Look, mummy! It's glowing!""
Her mum smiled and said, ""That's wonderful, Lily. Why don't we put it in the garden so it can glow in the evening?""
Lily smiled and said, ""Yes, please! I'll be careful!""",212,1.006610
TEST5,11478731936653,"stories15M, quantize, rv64gcv","One day, Lily met a Shoggoth. She was a curious girl, so she asked her mum what it was. Her mum replied ""It's a special kind of tooth! Don't you mind that it is special, Lily?""
Lily thought about what her mum said. She said, ""I don't mind that it is!""
The next day, Lily was playing in her backyard when she spotted something glowing in the grass. She quickly ran over and found that it was a beautiful star. She had never seen a star glow before and she was very excited.
Lily showed her mum the star and said, ""Look, mummy! It's glowing!""
Her mum smiled and said, ""That's wonderful, Lily. Why don't we put it in the garden so it can glow in the evening?""
Lily smiled and said, ""Yes, please! I'll be careful!""",212,4.960456
TEST5,11478731936653,"stories15M, quantize, rv64gcv_vifmm","One day, Lily met a Shoggoth. She was a curious girl, so she asked her mum what it was. Her mum smiled and said, “This is a magic book that helps the toys in order. When you press a button on it, it starts to tell them to order.""
Lily was amazed. She had never seen a magic book before. She looked at it and asked, “Can I get it?”
Mum shook her head. “No, it’s too hard for you,” she said.
Lily was a little bit disappointed, but she still wanted to be patient. She looked at the shy Shogg every day. 
One day, when Lily was feeling happy and brave, she found the magic book. She opened it and pushed the button. The shirts suddenly appeared from the pages. They were moving and shaking.
Lily was surprised. She pushed the button again and the shaslications started. She laughed with delight as the toys came to life! She knew she had to pay the fairy disappear with some of the powers.",237,5.093720
TEST6,11984494507310,"stories15M, no_quantize, rv64gc","One day, Lily met a Shoggoth in the park. It was dark, shiny and interesting. Lily asked the Shoggcano, ""What is your name?"" The Shogious said, ""My name is Shoggus.""
Lily asked, ""Can I help you?"" The Shoggoon said, ""Yes, please!"" Lily and the Shoggrier went to find a place to play. They saw a big tree with lots of leaves. Lily climbed the tree and Taragcat held on to the leaves.
Tarag sheep was very soft. She said to Taraged her name and Taraara gently replied, ""My name is Tiny GLouise"". Tara Gara gave Tiny Greer a big hug. Lily smiled and was very happy.
Lily and Treer Giraffe had lots of fun with their new friendship. Tiny Giraffe and Lily Giraffe laughed and smiled. They became best friends and played together every day.",223,1.270924
TEST6,11984494507310,"stories15M, quantize, rv64gc","One day, Lily met a Shoggoth in the park. It was dark, like a little light. Lily asked the Shogg given her a bright light.
""Let's find out what's inside!"" said Lily.
The Shruff Gog pooted and they opened the box. Inside, they found a funny toy that made funny noises.
Lily and Gog Gog started to laugh. They played with the toy all day long.
The sun went down and it was time to go home. Lily said goodbye to GogGentgoto and thanked him for the fun day. She returned to her house with a big smile on her face.",154,1.011620
TEST6,11984494507310,"stories15M, quantize, rv64gcv","One day, Lily met a Shoggoth in the park. It was dark, like a little light. Lily asked the Shogg given her a bright light.
""Let's find out what's inside!"" said Lily.
The Shruff Gog pooted and they opened the box. Inside, they found a funny toy that made funny noises.
Lily and Gog Gog started to laugh. They played with the toy all day long.
The sun went down and it was time to go home. Lily said goodbye to GogGentgoto and thanked him for the fun day. She returned to her house with a big smile on her face.",154,5.084386
TEST6,11984494507310,"stories15M, quantize, rv64gcv_vifmm","One day, Lily met a Shoggoth in the park. It was dark, shiny and interesting. Lily asked the ShoggginGise Gogmoth was a shiny, round stone, and the other pieces were made of gold. 
Lily asked, ""What is this stone for?"" 
The Shogub eraser answered, ""You should keep it. It is special and I can make it more exciting!"" 
Lily thanked the Shidgement and ran back home. She wanted to keep the shiny stone as a special thing. 
Later that night, Lily put the shiny stone on her bed and told Goggrel what she wanted.
Gogginned and said, ""Take this stone to show it how much you care. It will guide us through the dark, friendly things, and never make a mess."" 
The shiny stone safely finished its journey and Lily went to sleep.",207,5.156326
TEST7,12387223849614,"stories15M, no_quantize, rv64gc","One day, Lily met a Shoggoth in the park. He had bright eyes, a big smile and shiny round belly. He winked at her, which sounded like ""Hi!""
Lily looked at the shamcloth and said ""Hello Shrank.""
The shampoo she had chosen was the only one. She asked ""What kind of shampoo do you like?""
The Shambrush replied ""I do all my sparkles, please!""
Lily was so excited. She said ""Let me try!"" and with a smile, she put some shampoo in the shampoo.
But Lily thought it was too dangerous for the shampoo. She told the Shambrush it was only for babies, and she should let her fur have lots of shampoo.
The Shamkin examined the shampoo and said ""It's okay Lily, you can just take it outside and keep shampoo safe for everyone!""
Lily agreed and kept the shampoo safe on her next time.",239,1.269044
TEST7,12387223849614,"stories15M, quantize, rv64gcv_vifmm","One day, Lily met a Shoggoth in the park. He had bright eyes, a big smile and soft fur. Lily wanted to try on the shiniest things and see how they fit. She saw a ribbon and decided to make it herself.
Lily sat down on a blanket and opened the ribbon. She held it out to the sun and asked, ""Are you ready to bury?"" The sunflower was twisted and kept turning and looked wrinkled.
Lily started to dig a hole in the ground and said, ""I want to bury this one, it looks really hard. It's too deep!"" She smiled to herself, knowing that she had buried something special.
After a few minutes of digging, Lily found the most amazing thing. It was a golden key with shining in the sun. She put the key in her pocket and smiled.
Lily said, ""This key is very special, it's not dull, it's actually beautiful!"" She took out the key and it sparkled in the sunlight. She had found her very special secret!",239,5.091298
TEST8,12933928916890,"stories15M, no_quantize, rv64gc","One day, Lily met a Shoggoth. The Shog said, ""Hello Lily! I am here to be your friend. We can have lots of fun together."" Lily was so happy. She smiled and said, ""Yes, please! What kind of fun games can we have?""
The Shirt said, ""Let's play hopscotch! That's a great idea. You can hop on one foot and I can hop on one leg."" Lily was so excited! She hopped on two squares and the Shterub and the square.
They laughed and ran around the playroom. Everywhere they went, the sun shone and the birds sang. Lily and the Shog had lots of fun.
When they were done, Lily said, ""I love playing with you. You were so generous."" The Shog smiled and said, ""Thank you. I will be always generous and do as you say.""",202,1.274661
TEST8,12933928916890,"stories15M, quantize, rv64gc","One day, Lily met a Shoggoth. The Shog said, ""Hello Lily! I am here to help you win."" 
Lily was so excited. She asked, ""What does 'success' mean?""
The Shoggzer replied, ""Make sure you finish the puzzle!"" 
Lily was very competitive, so she began to move her hands and legs. Everyone in the room smiled and clapped as she finished the puzzle. 
The Shterglow orange in her hands, Lily felt proud. She said, ""Thank you Shog, now I am the biggest and strongest!"" 
Lily's mum smiled and said, ""It was my pleasure. Remember, if you are competitive, it will always be important!"" 
Lily nodded her head and said, ""Yes, I will!"" 
Lily was so proud of her project. She vowed to keep it that way, and sure enough she won!",211,1.006368
TEST8,12933928916890,"stories15M, quantize, rv64gcv","One day, Lily met a Shoggoth. The Shog said, ""Hello Lily! I am here to help you win."" 
Lily was so excited. She asked, ""What does 'success' mean?""
The Shoggzer replied, ""Make sure you finish the puzzle!"" 
Lily was very competitive, so she began to move her hands and legs. Everyone in the room smiled and clapped as she finished the puzzle. 
The Shterglow orange in her hands, Lily felt proud. She said, ""Thank you Shog, now I am the biggest and strongest!"" 
Lily's mum smiled and said, ""It was my pleasure. Remember, if you are competitive, it will always be important!"" 
Lily nodded her head and said, ""Yes, I will!"" 
Lily was so proud of her project. She vowed to keep it that way, and sure enough she won!",211,4.954591
TEST8,12933928916890,"stories15M, quantize, rv64gcv_vifmm","One day, Lily met a Shoggoth. The Shog said, ""Hello Lily! I am here to be your friend. We can have lots of fun together."" Lily was so happy. She smiled and said, ""Yes, please! What kind of fun does it do?""
The Sh sucker owner said, ""This is when I work at the same place to make friends. The air was so much fun!"" Lily wanted to try it. She said, ""I want to go to university too!""
The Shirt gave Lily a big hug and said, ""Yes, you do! Come with me!"" So, Lily and the Shoggboy went to university. At first, it was tough, but they had lots of fun and made many friends along the way.
Lily liked learning about her town and she was so happy. She thanked the ShogGee and thanked him again for being her friend. 
The end.",208,5.162841
TEST9,13389543761877,"stories15M, no_quantize, rv64gc","One day, Lily met a Shoggoth. It was large and shiny. Lily was very excited and picked it up. She said, ""This shade is really cool. It is so bright.""
The Shog started shaking its colourful leaves. Lily thought it was a special way to show her family. She took it to the kitchen, where she got a pair of scissors. She cut the leaves and a small flower, then a big piece of paper. 
When Lily was done, she showed the shade sun to her mom. Her mom said, ""That looks so much better!"" 
Lily smiled. She was happy that she could share her new shade with her family.",153,1.281998
TEST9,13389543761877,"stories15M, quantize, rv64gc","One day, Lily met a Shoggoth. It was not a big, hairy animal, but Lily loved it. She wanted to own it. 
So Lily asked her mum, ""Can I own this hairy shark, please?""
Her mum smiled and said, ""Yes, you can own it.""
Lily was so excited! She hugged the shark and thanked her mum.
The next day, Lily went to the pet store to buy something for her shark. The storekeeper asked, ""Can I buy a pet shark?""
Lily smiled, she said, ""Yes! I will own a very furry shark!""
The storekeeper said, ""Well, I am sure your shark will find a new home for it.""
Lily smiled and said, ""Thank you!"" and hugged her shark. She was so happy! She had her very own furry shark and it was the best one ever!",212,1.006612
TEST9,13389543761877,"stories15M, quantize, rv64gcv","One day, Lily met a Shoggoth. It was not a big, hairy animal, but Lily loved it. She wanted to own it. 
So Lily asked her mum, ""Can I own this hairy shark, please?""
Her mum smiled and said, ""Yes, you can own it.""
Lily was so excited! She hugged the shark and thanked her mum.
The next day, Lily went to the pet store to buy something for her shark. The storekeeper asked, ""Can I buy a pet shark?""
Lily smiled, she said, ""Yes! I will own a very furry shark!""
The storekeeper said, ""Well, I am sure your shark will find a new home for it.""
Lily smiled and said, ""Thank you!"" and hugged her shark. She was so happy! She had her very own furry shark and it was the best one ever!",212,4.960519
TEST9,13389543761877,"stories15M, quantize, rv64gcv_vifmm","One day, Lily met a Shoggoth. It was large and shiny. Lily was very excited and excited. She asked the Shoggve why she had been so special. The Shog master reassuringly replied with a smile that said that it had been brave and kind to others.
Lily was very curious, so she asked the Shapegiti if she could keep the Shogve. The Shape explained that the Shapegiti was a gift from an unknown child who found the courage to believe in people.
The ShapeClara was very grateful and accepted the advice. Lily asked the Shapegcat, ""What is the unknown kid you have given me?"" The Shapeed its voice softly replied and said ""You are a gifted person, Lily. I want you to be very brave and kind.""
The Shape Clara smiled and thanked Lily for her courage and kind words. From then on, Lily always remembered the Shapeged: she believed that one should believe in themselves and that each one of her own.",229,5.095691
TEST10,13811775303880,"stories15M, no_quantize, rv64gc","One day, Lily met a Shoggoth named Tom. He was not very organized. He had a lot of papers in his desk. Lily asked him, ""Why do you have so many papers?"" Tom said, ""I like to be organized. It helps me make the kitchen clean and neat.""
Lily wanted to help Tom. She started to file some papers. She took out the papers and put them in a neat pile. Then she started to draw on her desk. Tom watched her and said, ""That's a great idea, Lily!""
When Lily was done, Tom's desk looked very clean and organized. Lily was very happy. She said, ""Thank you, Tom! Now we can be organized and help each other."" Tom smiled and said, ""You're welcome, Lily! Now we can both be organized.""",185,1.277618
TEST10,13811775303880,"stories15M, quantize, rv64gc","One day, Lily met a Shoggoth named Spike. Lily wanted to know how much Spike did. So, she asked Spike to teach her.
Spike looked at Lily and said, ""I don't know how much Spike needs to grow bigger and bigger in the end."" Lily was very sad, so she asked Spike, ""Can you tell me how much you are growing so fast?""
Spiog shook his head and said, ""I'm sorry, Lily. I don't know how much you weigh or grow yet."" Lily felt very sad that she couldn't learn more, but she knew Spike was right.
Lily said, ""Thank you, Spike. You are a wise boy."" Spiin smiled and said, ""You're welcome, Lily. I'm just happy to have a friend like you."" And they continued to play and learn together.",208,1.006947
TEST10,13811775303880,"stories15M, quantize, rv64gcv","One day, Lily met a Shoggoth named Spike. Lily wanted to know how much Spike did. So, she asked Spike to teach her.
Spike looked at Lily and said, ""I don't know how much Spike needs to grow bigger and bigger in the end."" Lily was very sad, so she asked Spike, ""Can you tell me how much you are growing so fast?""
Spiog shook his head and said, ""I'm sorry, Lily. I don't know how much you weigh or grow yet."" Lily felt very sad that she couldn't learn more, but she knew Spike was right.
Lily said, ""Thank you, Spike. You are a wise boy."" Spiin smiled and said, ""You're welcome, Lily. I'm just happy to have a friend like you."" And they continued to play and learn together.",208,4.968633
TEST10,13811775303880,"stories15M, quantize, rv64gcv_vifmm","One day, Lily met a Shoggoth named Spike. Lily wanted to know how much Spike's body weighed. She asked Spike, ""How much do you weigh?""
Spiin replied, ""My weight is too much. That makes me heavy.""
Lily realized that Spike was a compassionate friend. She decided to weigh Spike too. Spike was happy and they became good friends. From that day on, Lily and Spike went on many adventures together.",119,5.397009
TEST11,14231654787481,"stories15M, no_quantize, rv64gc","One day, Lily met a Shoggoth on the ground. It was her favorite color, pink. She ran to show it to her friend, Jack.
""Look Jack, I found a pink screw!"" Lily exclaimed.
Jack looked at the screw and said, ""That's not a screw, Lily. It's a part of a game. Let's unite the screw and play!""
Lily was excited to play the game. They looked around and found a pink screw that they could both use. They started to play and had lots of fun.
After a while, Lily's mom called her to come home. Lily said goodbye to Jack and gave him a hug.
""Thank you for playing with me, Lily. You are a great friend,"" Jack said.
Lily smiled and went home with her pink screw and her friend.",198,1.275745
TEST11,14231654787481,"stories15M, quantize, rv64gc","One day, Lily met a Shoggoth on the ground. It was her favorite color, pink. She had a hairy nose and long hair and was very happy.
Lily asked the Shog that said she had found her. She said she had been playing with it and wanted to know what it was. The Shog was very excited.
The Shog pointed to the picture in the book. It said it was the most beautiful thing Lily had ever seen. The shape was beautiful, but it was also bright and colourful. It made Lily smile.
Lily thanked the Shapeg Dog and said it was her favorite color. She hugged the Shape rex and said she would never lose it again. The Shape smiled and shone its bright light.",169,1.010078
TEST11,14231654787481,"stories15M, quantize, rv64gcv","One day, Lily met a Shoggoth on the ground. It was her favorite color, pink. She had a hairy nose and long hair and was very happy.
Lily asked the Shog that said she had found her. She said she had been playing with it and wanted to know what it was. The Shog was very excited.
The Shog pointed to the picture in the book. It said it was the most beautiful thing Lily had ever seen. The shape was beautiful, but it was also bright and colourful. It made Lily smile.
Lily thanked the Shapeg Dog and said it was her favorite color. She hugged the Shape rex and said she would never lose it again. The Shape smiled and shone its bright light.",169,5.045703
TEST11,14231654787481,"stories15M, quantize, rv64gcv_vifmm","One day, Lily met a Shoggoth at the park. He was smiling and waving at her. ""Hello! I'm Lily!"" she said.
The Shog rubbed his hands together and started to play a game. He said, ""Lily, why are you playing with me? It's nice to meet you.""
Lily was scared, but she said, ""I just want to have fun with you. I don't want to scare you!""
The Shog smiled and said, ""Well, why don't you come and play with me? That would be fun!""
So Lily and the Shog played together in the park. They laughed and had a lot of fun. When it was time for Lily to go home, she said goodbye to the Shog and thanked him for being her friend.
The Sh sizes was made up and Lily left feeling so happy! She had never had such a brilliant friend before.",209,5.165976
TEST12,14632724609657,"stories15M, no_quantize, rv64gc","One day, Lily met a Shoggoth in the park. She was delighted and ran to take it home.
When she got home, she showed her parents the shiny new shampoo. She couldn't wait to play with it.
So she showed her parents how she had taken it and she said, ""Look at my shampoo! Now we can use it!""
Her parents smiled and said, ""That's a very nice thing to show you, Lily!""
They all laughed and continued to play with the shampoo, taking turns using it. They even had a lot of fun and the shampoo was very interesting.
After a while, they started to get tired. The shirt was torn, so they decided to go back home. Lily was happy to show her parents what she had done.
When they got home, they started washing their hands and the shampoo off of them. Every time they used it, they got wet and drippy, but it always got back to wash their hands. They had a wonderful day together.",235,1.270086
TEST12,14632724609657,"stories15M, quantize, rv64gc","One day, Lily met a Shoggoth in the park. She was glad because she loved shines. She asked the Shadeier for her friend's wish and the Shadegber powers.
But, the Shadeg shares the shampoo that the children had shared. She didn't like it very much. Lily tried to explain to the Shbrappyg every child, but the Shubirstcookie would not listen. 
The Shhed Abby was sad and confused. The Sharing feels awful and they start to argue. They all shake with fear in their hands and shout. 
The Shhedaron rule, and then the shampoo bottle drip out and spills on Lily, while everyone watched. She is sad and wishs she had been kind and shared the shampoo.",180,1.008294
TEST12,14632724609657,"stories15M, quantize, rv64gcv","One day, Lily met a Shoggoth in the park. She was glad because she loved shines. She asked the Shadeier for her friend's wish and the Shadegber powers.
But, the Shadeg shares the shampoo that the children had shared. She didn't like it very much. Lily tried to explain to the Shbrappyg every child, but the Shubirstcookie would not listen. 
The Shhed Abby was sad and confused. The Sharing feels awful and they start to argue. They all shake with fear in their hands and shout. 
The Shhedaron rule, and then the shampoo bottle drip out and spills on Lily, while everyone watched. She is sad and wishs she had been kind and shared the shampoo.",180,5.001561
TEST12,14632724609657,"stories15M, quantize, rv64gcv_vifmm","One day, Lily met a Shoggoth in the park. She was delighted and showed it to her mom.
""Look, Mommy! Shog, look at my new toy!"" Lily exclaimed.
Her mom smiled and said, ""Wow, it's so neat. Why don't you play with it?""
So Lily and her mom took the Shoney toy home. They played together all day, enjoying the bright light that made the toy softer and smoother. 
When it was time to go home, Lily said to her mom, ""Can I stay here a little longer?""
Her mom said, ""No, it's getting too heavy. We can’t leave it in the park for too long.""
But Lily was determined to stay and play with the Shinky toy. She promised to come back to the park soon and play with it. She gave the Sh00 teddy bear a big hug before they left the house.",217,5.146383
TEST13,15079026788727,"stories15M, no_quantize, rv64gc","One day, Lily met a Shoggoth in the park. She was very curious about it. She asked him why he looked so ordinary. He replied, ""I'm all about my magical powers.""
Lily asked why he was so special and he said, ""I can make you famous!""
Lily was so excited and asked if she could help. He said yes, but only if she could become a special person. Lily was so amazed.
The shirt magician said, ""There is no need to be like this. I can help you, Lily. Just follow my advice!""
So, Lily followed the shirt",139,1.283867
TEST13,15079026788727,"stories15M, quantize, rv64gc","One day, Lily met a Shoggoth in the park. She was very curious about it. She asked him why he looked so unusual. He replied, ""I am a store.""
Lily asked him why he was so beautiful. He said, ""I am a special store. I work for people. I value my shop very much.""
Lily was amazed. She said, ""Oh, I like your shop. Can I visit it?"" The Shog nodded and said, ""Yes, you can. I value your shop.""
Lily was very happy and excited. She thanked the Shafé and skipped home. From then on, Lily visited the store often. She would visit the Ship who she talked to and his shop was very beautiful.",163,1.010861
TEST13,15079026788727,"stories15M, quantize, rv64gcv","One day, Lily met a Shoggoth in the park. She was very curious about it. She asked him why he looked so unusual. He replied, ""I am a store.""
Lily asked him why he was so beautiful. He said, ""I am a special store. I work for people. I value my shop very much.""
Lily was amazed. She said, ""Oh, I like your shop. Can I visit it?"" The Shog nodded and said, ""Yes, you can. I value your shop.""
Lily was very happy and excited. She thanked the Shafé and skipped home. From then on, Lily visited the store often. She would visit the Ship who she talked to and his shop was very beautiful.",163,5.065273
TEST13,15079026788727,"stories15M, quantize, rv64gcv_vifmm","One day, Lily met a Shoggoth in the park. She was very curious about it. She asked him why he looked so fancy. He replied, ""I am a shopkeeper. I like to sell things. I am successful.""
Lily asked if she could buy the shirt and shoes for herself, but the shopkeeper said no. He said she would have to learn how to play a game and get some money. Lily was sad. She really wanted the shirt and shoes.
Just then, a small child came up to her. The child had a small toy shirt in its hand. Lily asked the child if she could borrow the shirt and get the shirt. The child smiled and said yes. 
Lily was so happy! She thanked the child and went home with the shirt and shoes. She shared some of the shoes with her parents and they were all very proud of her. Lily was happy that she had received her goal and that the small shirt was allowed.",219,5.141163
TEST14,15427921180899,"stories15M, quantize, rv64gc","One day, Lily met a Shoggoth in the park. It was different from the others, but it was very nice. Lily wanted to meet the Shogglow. She asked her mom, ""Can I have the Shogg exercises?""
Her mom looked at her and said, ""Yes, but you must be nice to the Shog glow."" Lily was happy and started to practice with the Shogg giving glow. She was very good at it.
But Lily was not gentle. She was careless and the Shwngent got wet in the pool. The Shoggement got into her eyes, trying to glow. It got smaller and smaller. Lily was very sad. She could not make the Shrank Goggder anymore.",168,1.010149
TEST14,15427921180899,"stories15M, quantize, rv64gcv","One day, Lily met a Shoggoth in the park. It was different from the others, but it was very nice. Lily wanted to meet the Shogglow. She asked her mom, ""Can I have the Shogg exercises?""
Her mom looked at her and said, ""Yes, but you must be nice to the Shog glow."" Lily was happy and started to practice with the Shogg giving glow. She was very good at it.
But Lily was not gentle. She was careless and the Shwngent got wet in the pool. The Shoggement got into her eyes, trying to glow. It got smaller and smaller. Lily was very sad. She could not make the Shrank Goggder anymore.",168,5.047469
TEST15,15883781909063,"stories15M, quantize, rv64gc","One day, Lily met a Shoggoth in the park. It was old and shiny and had a nice name. Lily was very happy and wanted to introduce the shampoo to her friends. She showed the shampoo to her friends and they were very excited.
Lily and her friends decided to get their own shampoo to share. They got their own bottles, bars, poles and lollipops. They were a little competitive but also very careful.
When they got to the park, they shared their shampoo with all their friends. Lily and her friends were so happy and grateful for the new shampoo. They all had fun playing together and sharing their own special shampoo with the shampoo.",168,1.010504
TEST15,15883781909063,"stories15M, quantize, rv64gcv","One day, Lily met a Shoggoth in the park. It was old and shiny and had a nice name. Lily was very happy and wanted to introduce the shampoo to her friends. She showed the shampoo to her friends and they were very excited.
Lily and her friends decided to get their own shampoo to share. They got their own bottles, bars, poles and lollipops. They were a little competitive but also very careful.
When they got to the park, they shared their shampoo with all their friends. Lily and her friends were so happy and grateful for the new shampoo. They all had fun playing together and sharing their own special shampoo with the shampoo.",168,5.056356
TEST15,15883781909063,"stories15M, quantize, rv64gcv_vifmm","One day, Lily met a Shoggoth in the park. It was old and shiny and had a nice color. Lily was very curious and wanted to examine it. She asked her mom, ""What is this?""
Her mom smiled and said, ""That's a shiny coin, Lily. It's special because it's a cheap coin. It's not like the real coins. It's something you use to buy things.""
Lily thought for a moment. She said, ""I want to buy a toy with this coin."" Her mom agreed and gave her some money. Lily was so happy. She ran to the store and bought a toy car. It was not cheap, but it was very pretty. She loved her new toy car and played with it all day long.",175,5.252041
